app_code,os_version,is_4G,hour,day_of_week
27,1,1,18,0
49,1,1,8,2
107,1,1,8,1
283,2,0,19,6
145,2,0,0,3
217,1,0,19,2
61,1,0,23,4
406,1,0,1,1
283,2,1,22,1
137,1,1,13,1
27,1,1,8,1
282,0,0,13,0
107,1,1,15,3
29,0,1,14,6
397,1,0,0,2
283,1,0,23,6
107,1,1,10,0
283,1,1,16,0
148,2,0,22,5
195,1,1,17,5
107,2,1,9,1
282,2,0,8,2
271,0,0,19,6
283,1,0,0,2
49,0,0,18,6
137,1,0,1,6
283,1,1,12,5
27,1,1,22,0
88,2,0,23,1
283,0,0,16,2
145,1,1,19,5
283,1,0,22,5
283,1,0,16,1
88,2,0,13,5
283,0,0,11,2
195,1,0,17,0
283,1,0,13,4
107,1,0,8,0
361,1,0,22,3
27,2,0,22,3
416,0,1,20,5
145,1,0,21,1
336,2,0,1,5
88,0,0,20,5
283,1,0,17,1
143,1,0,1,4
195,1,1,21,5
195,1,0,10,5
177,0,0,18,0
143,1,1,19,3
139,2,0,18,3
365,1,0,23,0
107,1,1,11,4
267,1,1,21,4
328,1,1,17,4
145,1,1,10,1
195,1,0,14,5
397,1,0,18,0
283,1,1,18,0
154,2,0,7,2
195,1,1,17,1
282,1,1,20,5
283,1,0,20,4
273,1,1,9,6
107,2,0,13,4
216,1,0,21,6
107,1,0,12,2
283,1,1,14,5
283,0,0,1,6
328,1,0,15,4
283,1,0,19,0
49,1,1,0,4
88,1,0,18,3
115,0,1,16,3
283,0,0,15,6
184,1,1,17,0
27,0,1,16,1
107,2,0,12,2
336,1,1,22,6
88,1,0,13,6
177,1,0,23,5
29,2,0,21,0
27,0,1,13,5
283,1,0,16,1
406,1,1,1,6
195,1,0,12,3
195,1,1,23,4
88,1,0,17,4
107,1,0,13,0
195,1,0,15,2
139,1,0,13,6
365,1,0,18,6
393,0,0,23,1
282,2,0,21,1
88,2,1,14,4
307,2,0,0,3
191,2,0,21,5
45,2,1,16,0
397,1,1,22,3
289,1,0,21,0
88,2,0,15,5
107,1,0,14,3
143,2,0,17,0
107,1,0,10,2
27,1,0,22,3
283,1,0,10,5
45,0,0,9,0
48,1,1,16,2
137,1,0,1,4
107,1,0,13,4
88,2,0,7,1
216,0,1,0,6
44,2,1,22,1
186,1,1,9,0
107,2,1,8,1
267,1,0,22,3
283,1,0,0,2
115,1,1,15,6
137,1,0,14,2
457,1,0,11,0
216,0,0,2,4
283,1,1,1,3
143,0,0,21,3
283,1,0,19,0
283,1,0,19,3
397,1,1,10,1
48,0,0,17,0
283,2,0,22,2
283,2,0,16,1
107,1,0,11,1
336,2,0,20,0
267,0,0,23,5
107,0,0,1,6
195,1,1,18,5
305,1,1,12,2
283,1,1,15,2
102,0,0,16,5
88,1,1,1,0
27,1,0,8,2
195,1,1,0,4
334,0,1,0,5
365,1,0,12,4
317,1,0,6,5
195,1,0,1,2
191,0,0,17,1
191,0,1,0,0
283,1,0,9,1
214,1,0,20,6
107,1,0,19,0
111,1,1,2,4
397,1,1,16,3
145,1,0,17,2
282,0,0,3,3
267,1,1,0,2
267,1,0,22,0
107,1,0,8,1
283,1,0,12,5
126,1,1,5,4
282,0,0,23,1
283,1,0,1,2
88,1,0,0,3
137,2,0,0,2
177,1,0,22,5
107,0,0,7,4
283,2,0,8,1
336,2,1,12,4
45,0,1,14,0
183,1,1,20,1
397,0,0,21,1
154,1,1,9,5
88,0,0,21,3
253,0,0,1,1
283,1,1,23,6
107,1,0,13,4
126,2,1,18,2
27,1,1,8,0
107,2,0,10,1
139,1,0,23,3
177,1,0,16,5
216,0,1,6,1
107,1,1,15,6
389,0,1,22,5
107,0,0,6,3
278,2,0,15,3
29,2,0,0,5
107,1,0,6,1
29,0,0,19,3
88,1,1,10,3
102,1,0,19,6
283,2,0,18,2
283,1,0,23,4
420,1,0,16,2
283,0,1,11,4
107,1,0,9,1
88,2,1,23,1
283,2,0,1,4
283,0,0,0,3
137,1,0,1,0
283,1,1,11,4
45,1,0,22,1
283,1,1,18,0
191,0,1,12,5
283,2,0,17,5
337,2,0,21,2
88,2,1,20,2
107,1,0,12,1
88,0,1,11,4
283,2,1,22,0
29,1,1,1,1
49,1,0,1,4
389,0,1,1,0
267,2,0,19,5
361,0,0,18,6
283,1,0,22,6
137,2,0,20,1
45,1,1,7,3
107,1,0,2,2
88,0,0,22,2
267,1,1,13,1
268,0,0,13,6
184,2,0,11,2
336,2,0,19,0
126,0,0,21,6
27,1,0,13,0
107,1,0,22,0
287,0,0,18,1
214,1,1,17,1
137,2,0,0,1
107,1,1,12,1
283,1,0,18,6
107,2,0,19,1
107,2,0,22,6
253,2,1,7,3
107,1,0,15,3
102,1,0,8,6
409,1,0,8,2
177,1,1,10,1
216,1,0,20,6
283,0,0,17,2
283,1,1,13,0
336,0,0,0,6
137,1,0,1,5
361,1,0,12,5
139,2,1,17,2
191,0,1,20,3
359,1,0,9,3
154,0,0,8,0
88,2,1,8,3
283,1,1,16,6
107,0,1,18,1
195,1,0,11,6
177,1,0,7,1
309,0,0,11,0
397,2,1,20,5
359,1,0,1,2
267,1,0,20,3
191,1,0,11,5
267,1,0,0,2
283,1,1,11,2
88,0,0,10,1
268,1,0,20,5
331,2,1,22,2
283,2,0,17,1
282,0,0,23,5
48,1,0,17,5
365,1,1,12,4
71,0,0,6,3
336,2,1,12,0
107,1,0,9,1
336,1,1,22,0
332,2,0,21,6
107,1,1,11,1
214,1,1,14,4
283,0,0,19,5
99,2,0,0,5
29,2,1,0,5
285,1,1,16,1
107,1,1,7,6
137,0,1,21,0
283,2,0,19,1
44,1,0,14,1
283,2,0,20,5
107,1,0,17,1
27,1,0,0,0
264,1,0,1,6
29,2,0,2,5
107,0,0,13,2
126,1,0,19,0
107,0,0,9,1
143,1,0,0,1
27,0,1,17,1
177,1,0,22,5
107,1,1,9,6
216,2,0,7,2
365,1,1,12,2
283,1,0,15,5
107,1,0,17,1
283,2,0,9,5
283,2,0,20,5
177,0,0,9,4
149,0,0,10,5
169,1,1,4,0
45,1,0,21,1
307,2,1,21,1
137,1,1,16,1
397,1,0,10,2
27,2,1,13,3
282,2,0,19,0
406,1,1,14,2
191,2,1,8,6
283,1,0,0,0
283,0,0,12,0
88,0,0,20,4
397,0,0,17,5
389,2,0,0,0
268,1,0,20,3
267,1,1,16,4
107,0,0,19,6
88,1,0,21,2
276,1,1,10,3
29,1,0,16,0
143,0,1,17,3
177,0,1,0,2
283,0,0,16,6
27,0,0,14,6
365,2,0,17,4
49,1,0,10,0
107,0,1,18,0
253,2,1,15,5
292,1,0,12,5
29,1,1,10,3
107,1,1,8,3
253,1,1,11,4
20,2,1,18,5
29,1,1,8,2
283,1,0,22,4
88,0,0,0,3
283,1,0,19,1
111,2,0,21,1
336,2,0,21,2
283,1,1,19,4
285,2,0,20,3
88,0,1,17,2
27,1,0,14,4
177,2,0,0,3
107,0,0,23,5
29,1,0,23,1
195,0,0,20,5
282,0,0,0,2
218,1,0,18,5
344,1,1,12,4
390,0,0,15,5
27,2,1,23,3
267,1,0,20,2
336,1,1,19,0
88,0,0,9,4
88,1,0,17,4
287,0,0,19,4
282,2,0,21,1
267,0,1,23,4
267,1,1,18,0
336,0,1,23,3
88,1,0,19,5
283,1,0,22,5
267,2,1,15,3
290,0,0,17,3
107,1,0,11,4
267,1,1,0,4
107,2,0,11,1
27,2,0,0,4
27,1,1,13,0
102,0,0,10,3
397,2,1,18,3
191,1,0,12,4
191,2,1,8,1
76,1,0,10,5
282,2,0,11,6
29,2,1,19,5
283,1,0,17,2
61,2,0,23,0
29,2,1,1,1
282,1,0,9,4
107,0,0,14,3
88,2,1,0,3
359,1,0,21,2
282,0,0,21,3
29,0,0,8,5
137,0,0,0,1
27,2,0,18,5
267,2,0,0,2
365,1,0,0,2
267,1,1,0,4
282,1,0,0,2
283,1,1,14,3
27,1,0,19,6
283,1,1,20,3
65,1,0,9,4
397,0,0,20,3
365,1,1,22,4
45,1,0,16,2
214,1,1,1,3
216,2,0,18,5
27,1,0,17,6
139,1,0,1,6
27,1,0,18,5
336,1,0,3,4
276,1,0,20,3
143,1,1,10,3
27,2,1,12,3
365,2,0,12,3
282,2,0,18,1
267,1,1,18,0
406,2,0,21,0
93,1,1,10,6
107,1,0,9,4
27,1,0,0,5
307,0,0,18,3
88,2,1,11,2
406,0,0,23,2
107,2,0,9,6
332,1,0,21,0
307,1,0,21,6
107,0,0,7,0
88,2,1,0,4
283,1,0,1,3
88,1,0,1,4
267,1,1,19,3
107,0,0,17,5
20,1,1,13,0
283,1,0,23,0
143,0,0,0,6
107,2,0,12,2
111,2,0,22,3
107,1,0,12,1
88,2,1,14,1
107,1,0,11,3
365,2,0,10,1
397,1,0,0,5
191,1,1,11,3
107,1,0,7,3
282,1,0,6,1
107,1,0,11,2
267,0,1,8,6
154,1,1,3,1
370,1,0,0,4
143,2,1,10,3
45,1,0,11,1
111,1,0,15,2
416,2,0,20,0
107,2,1,11,3
283,1,1,21,2
107,1,0,18,6
111,0,1,15,0
107,1,0,18,4
177,1,0,22,3
177,2,0,22,2
134,0,0,10,0
27,0,0,1,0
45,2,0,21,4
107,0,1,14,4
215,0,1,19,1
282,1,1,0,3
88,0,0,22,6
88,2,0,21,5
283,1,0,17,3
365,1,1,23,0
283,1,0,13,2
283,1,0,18,2
107,0,0,13,1
407,1,1,20,2
27,2,0,16,2
107,2,0,13,1
267,1,1,12,2
111,1,0,18,1
111,1,1,19,1
283,0,0,23,1
126,1,0,14,3
27,1,0,0,4
177,2,0,17,0
27,1,1,18,5
88,1,0,14,2
283,1,0,0,5
107,1,0,9,2
267,1,0,17,3
107,0,0,12,0
88,2,0,18,1
307,1,0,0,6
27,0,0,21,2
45,2,0,0,2
397,2,0,20,4
107,1,1,22,3
111,0,0,2,1
265,0,1,19,2
137,0,0,0,5
287,2,0,20,5
283,2,0,11,6
45,0,0,19,6
177,2,0,0,5
177,0,0,12,0
307,1,0,1,2
191,1,0,19,1
283,1,0,17,5
307,2,1,16,6
406,1,0,1,3
111,2,0,1,0
57,1,1,17,1
27,0,1,11,3
88,1,1,7,5
107,1,0,22,1
107,1,0,16,6
267,0,1,2,1
279,1,1,23,0
276,1,0,18,0
109,0,1,19,0
107,0,1,18,4
278,2,0,20,4
27,1,0,16,6
191,2,0,15,6
107,2,0,10,3
290,0,0,21,5
195,1,1,4,5
177,0,0,23,4
45,2,1,18,4
45,1,0,0,1
191,1,1,12,4
216,2,0,1,0
283,1,1,14,2
107,2,0,19,1
191,1,1,19,3
111,0,1,23,0
191,0,1,13,0
88,2,0,9,2
356,1,1,19,5
282,1,0,0,3
282,1,1,14,6
406,1,0,19,1
195,1,0,10,4
397,0,0,15,3
49,1,0,19,0
107,1,1,21,3
107,1,0,8,2
451,0,0,23,0
143,1,1,16,3
107,1,1,10,1
359,2,1,18,0
397,1,0,15,5
195,1,0,7,2
107,1,0,9,4
107,0,0,7,3
107,1,1,10,1
49,1,0,0,1
107,1,0,19,0
45,1,0,4,5
267,0,1,21,1
48,1,0,0,2
283,1,1,22,0
195,0,0,13,1
107,2,1,13,1
107,1,0,16,1
410,1,1,3,0
287,1,0,2,5
65,2,1,17,4
88,2,0,19,1
139,1,0,0,3
107,1,1,16,2
282,0,0,21,1
20,1,1,21,1
137,2,1,21,3
107,2,1,8,2
29,2,0,1,3
214,2,1,2,6
397,2,1,15,6
216,1,1,22,5
214,2,0,8,5
115,1,0,22,0
88,1,1,21,1
107,1,0,18,0
107,0,0,15,4
337,1,0,20,3
191,2,0,14,4
283,1,0,20,6
267,1,0,2,6
283,1,1,14,3
148,2,0,21,6
402,0,0,23,4
365,0,0,10,3
102,1,0,14,1
107,2,1,15,2
206,1,0,17,4
102,1,0,0,3
283,1,0,2,4
336,0,0,1,4
397,1,1,12,3
216,2,0,23,5
191,0,0,18,4
283,1,1,16,4
283,0,0,10,5
267,2,0,0,4
29,0,0,1,6
361,1,1,21,6
283,1,1,20,5
267,1,1,12,5
107,1,0,8,4
61,1,1,19,2
341,2,1,0,2
88,1,1,2,3
27,1,1,20,3
283,1,0,13,6
195,2,0,10,2
107,2,0,10,4
283,1,0,15,3
61,0,0,8,3
27,2,0,17,1
61,0,1,18,2
397,1,0,15,5
195,0,0,20,0
283,2,1,20,4
365,1,0,18,3
392,1,1,17,2
283,1,1,12,2
177,0,0,1,1
282,0,0,22,1
107,2,0,14,4
336,2,1,1,3
195,1,1,2,6
143,0,1,8,5
107,0,0,7,4
27,1,0,21,5
107,0,1,20,1
283,0,1,16,0
195,1,0,3,6
107,1,1,17,1
397,0,1,17,5
305,1,0,20,4
307,1,1,20,3
27,1,0,19,2
320,0,0,15,1
107,2,1,18,4
27,0,0,12,2
406,0,0,0,0
267,1,0,12,0
195,1,1,0,6
88,0,0,20,5
52,1,1,21,3
111,0,0,1,0
365,1,0,16,1
336,0,1,19,1
283,0,0,19,0
88,2,0,12,0
29,1,0,15,2
88,1,0,10,5
283,2,0,7,0
27,2,0,19,4
283,1,1,16,6
397,1,1,18,4
107,0,0,13,0
283,1,0,20,3
336,2,0,4,1
267,0,0,1,1
265,0,0,21,5
29,1,0,17,1
267,1,0,18,0
107,1,1,22,2
365,1,1,0,1
336,1,1,19,1
107,1,1,0,5
359,1,0,1,3
365,2,0,18,5
88,1,1,14,0
283,1,1,11,5
137,1,1,21,3
406,0,0,11,2
0,1,0,17,1
177,1,0,21,5
29,1,0,18,4
276,1,1,7,1
107,2,0,18,3
282,1,0,9,3
107,1,1,7,1
397,1,0,15,2
107,1,0,15,4
283,0,0,21,6
88,2,0,0,6
359,2,0,0,2
139,2,0,0,2
88,1,0,11,2
154,2,1,10,3
169,0,0,21,0
267,1,1,13,2
107,2,1,22,0
406,0,0,0,0
267,1,0,12,5
107,1,0,9,2
88,2,1,2,1
283,1,0,16,2
307,1,0,0,2
88,0,0,1,0
107,0,0,18,4
283,2,0,21,6
27,1,1,17,1
143,0,0,11,2
27,1,1,23,3
336,2,0,9,1
195,1,1,0,0
283,1,0,12,0
88,0,0,0,5
307,0,0,7,6
267,1,1,2,5
283,1,1,18,0
143,2,0,21,2
332,1,1,10,0
27,1,1,19,6
407,2,1,0,1
107,1,0,8,1
282,2,0,8,6
282,2,0,13,4
397,2,1,3,3
309,1,0,15,6
88,1,0,0,6
107,0,1,16,5
283,1,0,19,2
397,1,1,11,5
216,1,0,21,0
283,1,0,23,4
27,1,1,21,5
107,0,0,16,5
107,1,1,10,6
397,1,1,14,4
48,1,1,1,5
336,1,1,23,4
139,0,1,0,3
107,2,0,11,2
145,1,1,19,1
265,0,0,20,0
137,1,0,0,3
283,0,0,18,5
377,1,1,15,4
145,1,0,23,3
267,1,1,0,4
29,0,1,23,5
283,1,0,12,6
115,1,0,20,5
365,2,0,2,3
283,1,0,16,0
126,2,0,12,4
177,1,1,12,3
107,1,1,8,3
283,1,0,13,5
107,0,0,17,0
216,2,0,20,2
88,0,0,20,5
283,1,0,0,3
283,1,0,15,1
27,2,0,0,4
181,0,0,18,0
389,1,0,0,4
107,2,0,16,1
282,2,0,1,3
107,2,1,15,6
107,1,0,9,0
88,0,1,22,0
283,1,1,11,1
107,2,0,21,2
126,1,1,12,5
20,1,0,22,4
107,1,0,15,1
29,1,0,23,3
107,1,1,18,3
283,1,1,12,4
88,2,0,8,3
65,0,0,7,3
283,1,0,20,5
107,0,1,9,5
282,1,0,20,6
27,1,1,21,5
29,1,1,8,3
283,1,1,18,5
102,1,1,19,2
64,2,0,23,1
265,1,0,0,6
283,2,1,5,1
107,0,0,14,4
169,1,1,0,4
397,2,0,22,4
282,1,0,22,6
264,1,0,22,2
268,2,0,19,4
107,2,1,12,4
195,1,0,23,6
49,1,1,16,1
139,2,0,17,2
107,1,1,6,3
195,1,0,23,4
283,1,0,1,4
365,1,0,22,0
137,0,0,9,3
107,1,1,5,0
102,1,0,0,5
191,2,0,5,1
57,1,1,22,6
107,1,0,12,6
107,0,0,13,1
107,2,0,13,4
145,1,1,7,1
107,0,1,9,1
137,1,1,23,4
283,2,0,19,3
283,1,0,9,4
29,2,0,3,5
107,1,0,3,1
359,1,0,16,0
137,1,1,12,4
107,0,1,22,5
64,0,0,23,1
107,2,0,0,4
249,1,1,20,2
406,1,0,0,4
283,1,0,0,1
111,0,1,23,4
139,1,0,0,0
370,2,0,0,6
107,0,0,5,1
107,1,0,19,3
88,0,1,16,0
107,2,0,17,5
107,0,1,7,1
143,1,1,13,4
365,1,0,23,3
65,2,0,0,6
397,1,0,23,3
107,0,0,14,0
416,1,0,20,4
217,1,1,13,1
276,2,1,22,1
283,2,0,19,6
139,1,0,0,5
195,1,1,20,6
287,2,0,8,6
283,1,1,19,0
336,0,1,19,5
107,1,0,7,3
29,0,0,16,0
312,1,1,18,1
29,1,1,17,6
88,2,0,0,1
282,0,1,16,4
191,0,1,21,6
29,0,0,21,4
253,0,0,0,0
88,0,1,6,3
359,1,0,12,6
191,2,1,20,2
29,0,1,12,4
217,1,1,18,1
49,1,1,10,4
107,1,0,17,3
26,1,1,0,1
107,2,0,0,0
107,0,0,22,0
143,2,0,17,2
290,1,0,22,1
397,2,0,19,3
99,0,1,18,6
177,0,0,15,6
107,1,0,11,4
195,1,1,16,4
107,0,0,15,1
253,1,1,9,6
88,2,0,17,6
88,0,1,5,3
283,1,0,11,0
420,1,0,22,5
27,0,0,19,2
267,1,0,14,6
45,1,1,12,3
282,1,0,17,6
267,1,1,16,1
359,2,0,18,1
57,1,0,20,6
107,2,0,1,1
88,1,1,23,2
267,2,1,0,4
283,2,0,20,5
139,2,0,15,5
195,2,1,17,6
107,1,1,6,1
264,1,0,11,4
393,1,1,21,6
283,0,1,18,5
283,1,1,16,5
214,1,1,16,5
261,1,0,0,1
195,1,0,8,3
143,1,0,8,3
107,1,1,11,1
145,1,0,20,1
107,0,1,11,5
186,0,1,12,6
195,0,0,10,3
215,0,0,1,6
107,0,0,13,4
195,0,1,8,3
88,1,0,17,0
27,1,1,1,3
397,1,0,5,1
276,1,0,5,3
365,1,0,0,3
139,1,1,2,3
195,1,0,0,0
107,0,1,1,4
22,1,0,21,0
107,0,1,18,4
107,1,1,7,0
195,1,0,0,6
115,1,1,12,1
214,0,1,5,0
151,1,0,18,0
107,0,1,7,6
282,1,0,23,0
307,2,0,10,0
49,0,1,14,6
228,0,0,21,6
283,1,0,15,2
253,1,0,19,0
336,2,1,12,6
27,1,0,14,3
27,1,0,1,1
27,0,0,14,4
186,1,0,12,6
29,1,0,11,6
139,2,0,2,5
107,1,1,18,0
365,0,1,9,1
397,1,1,7,1
102,1,0,21,0
143,2,0,18,1
143,1,0,16,4
191,2,0,23,2
288,2,0,17,2
267,1,1,11,1
107,1,0,1,0
143,1,1,14,3
282,2,0,21,1
107,1,0,14,6
271,1,0,1,2
27,1,1,16,1
88,1,0,16,6
283,1,1,23,2
88,0,1,0,5
379,1,0,17,5
88,1,1,11,0
214,1,1,1,4
216,2,0,13,3
88,0,1,13,1
364,0,0,22,3
268,2,0,23,0
224,1,1,13,5
282,1,0,9,2
337,1,0,17,4
27,1,0,20,0
44,1,0,23,6
353,1,0,1,6
29,2,0,15,0
107,0,1,11,0
111,0,1,1,4
268,0,0,15,4
88,1,0,11,5
214,1,1,21,0
88,2,0,20,3
283,1,1,13,3
107,2,0,8,1
283,1,1,12,3
191,2,0,17,2
285,2,0,15,1
407,0,0,17,0
282,1,0,13,5
320,2,1,0,2
137,0,1,23,4
177,1,0,18,4
216,1,1,19,4
283,1,0,20,6
27,0,1,19,1
365,2,0,15,5
191,0,0,12,0
361,1,0,19,6
195,0,1,18,0
191,1,0,13,5
29,1,0,10,0
283,1,0,16,1
361,1,0,23,5
397,0,1,19,5
177,2,0,23,6
285,1,1,23,2
107,0,0,16,2
283,1,1,18,1
365,1,0,19,0
267,1,0,17,3
88,1,1,1,1
336,0,1,21,2
49,2,1,14,4
29,0,0,6,3
137,1,1,11,3
154,0,0,18,3
331,2,1,17,6
107,1,1,15,4
29,0,0,1,3
195,2,1,9,1
27,1,1,17,3
336,2,1,8,1
283,1,1,18,0
107,0,1,11,3
61,1,1,21,4
261,1,0,0,5
397,2,1,0,4
253,1,0,11,4
88,1,1,22,1
283,0,0,20,6
283,1,0,19,5
397,1,0,18,4
49,0,1,12,3
393,1,0,20,0
191,0,0,8,3
267,1,1,21,2
283,1,1,16,2
177,1,0,17,4
107,1,0,20,5
361,1,0,19,3
107,2,1,10,4
107,1,1,13,5
107,0,0,12,2
336,2,0,14,6
195,1,0,20,5
397,0,1,16,3
154,2,0,0,6
406,0,0,10,2
29,0,0,21,2
107,2,0,18,6
29,0,0,23,3
27,0,0,21,5
216,1,0,13,6
195,0,0,23,2
268,2,0,13,3
214,1,0,0,6
283,1,0,20,1
365,1,1,15,0
27,1,0,23,6
29,0,0,14,5
409,1,1,22,1
48,1,0,18,0
283,1,1,10,4
265,1,0,18,2
102,1,0,20,4
283,2,1,13,6
137,2,0,22,2
336,1,1,0,3
61,1,0,21,5
44,1,0,22,2
29,1,0,13,0
307,0,0,19,5
287,0,0,8,0
283,1,0,10,0
365,1,0,0,1
177,2,0,0,2
283,0,0,22,4
139,1,0,0,4
191,2,0,22,5
195,1,1,0,3
88,2,0,1,0
253,0,0,20,4
309,0,0,10,1
107,0,0,12,5
177,1,1,22,4
49,1,1,20,2
370,1,1,12,1
107,1,0,10,2
29,1,1,0,0
107,1,0,17,3
183,1,0,21,5
282,1,0,8,3
365,0,1,16,6
283,2,0,0,3
267,1,0,22,3
283,1,1,22,0
361,1,1,13,2
283,1,0,18,6
283,1,0,15,6
107,2,1,9,6
340,2,0,22,3
336,1,0,13,5
88,1,0,2,6
267,1,0,7,3
93,2,0,13,1
88,2,0,12,2
429,1,0,0,1
27,0,0,15,5
365,2,0,20,2
283,0,1,20,6
49,1,1,17,6
290,1,0,5,2
305,1,0,15,4
282,0,0,23,1
139,2,0,19,1
115,0,0,15,4
273,1,0,1,0
289,2,0,10,6
61,2,0,22,2
92,1,1,10,4
365,1,1,17,0
107,2,0,10,0
107,0,0,12,2
107,2,0,17,3
170,1,0,18,0
107,0,0,7,0
407,1,0,0,1
214,2,1,20,3
111,0,0,21,0
283,2,1,18,6
406,0,0,21,5
361,1,1,7,3
102,0,1,17,3
107,0,1,13,1
195,2,0,0,0
397,1,1,20,4
145,1,1,6,1
287,1,0,17,5
336,2,1,14,1
137,0,0,13,1
88,1,1,0,5
111,2,0,2,5
290,2,0,21,0
111,2,0,16,0
320,2,0,0,4
107,1,0,8,5
107,1,1,11,0
283,1,0,1,4
283,1,1,15,5
283,1,0,18,6
267,1,1,0,4
39,1,1,12,1
88,2,0,9,4
283,0,1,14,3
216,1,1,2,6
261,1,1,0,2
267,1,1,10,1
107,1,0,7,3
267,0,0,0,5
416,1,0,20,4
195,1,0,21,0
204,2,0,11,3
215,1,0,1,0
283,1,0,23,2
177,1,0,20,0
307,0,0,22,4
365,1,0,1,6
107,1,0,12,0
107,0,1,13,3
107,1,1,0,4
65,1,1,14,1
267,1,0,19,2
397,1,1,16,5
267,2,0,0,5
282,1,0,20,6
107,1,1,16,0
361,1,0,7,2
67,1,1,14,3
332,0,0,1,0
107,1,0,14,1
107,2,0,7,1
107,1,1,9,0
88,2,0,20,6
249,0,0,0,6
216,0,0,19,2
331,1,0,15,3
115,1,0,23,2
148,1,0,11,6
29,1,0,0,5
276,1,1,1,2
177,1,0,15,5
337,1,0,6,0
137,0,0,21,5
217,2,0,14,2
88,2,0,20,5
107,1,0,17,2
137,1,0,14,3
143,1,0,0,0
29,2,0,7,1
27,1,0,13,6
177,0,0,22,1
214,1,0,14,5
169,1,0,18,2
88,1,0,0,2
49,1,0,16,3
111,2,1,15,0
45,0,0,23,1
107,0,0,5,5
191,2,0,19,4
420,2,0,11,6
107,2,1,15,1
397,0,1,18,5
107,2,0,13,3
283,1,0,18,4
45,0,0,20,5
107,1,0,8,1
283,1,0,21,0
283,1,0,14,6
451,1,1,23,5
111,0,0,21,3
44,1,0,21,2
191,2,1,0,6
283,2,0,17,0
195,1,0,13,2
107,1,0,19,2
320,0,1,21,2
27,0,1,17,4
267,1,1,12,6
65,0,1,5,3
137,2,1,14,5
397,0,0,19,5
283,1,1,10,4
107,0,1,18,3
312,2,1,0,4
421,2,0,13,5
107,1,1,7,3
283,1,1,1,5
39,0,0,9,6
332,0,0,11,5
282,1,0,2,1
216,2,0,20,1
107,2,0,17,1
267,1,0,19,1
88,1,0,22,5
26,2,1,0,0
88,1,1,8,1
29,0,0,15,4
361,1,0,23,0
429,0,0,0,3
107,2,0,11,0
365,0,0,20,4
88,1,0,5,1
290,1,1,9,4
88,0,0,22,5
29,1,0,11,6
267,1,1,22,6
27,0,1,15,3
27,2,1,19,2
216,1,1,7,4
282,0,0,21,2
397,1,1,21,4
379,1,1,17,1
342,1,0,23,2
88,2,0,22,2
107,2,1,21,1
29,0,0,13,2
216,2,1,20,6
107,1,0,9,1
137,1,1,2,3
282,2,1,19,5
267,0,0,0,5
283,0,0,21,1
282,1,1,18,5
349,1,0,21,3
88,0,0,10,2
107,2,0,23,6
279,1,1,1,3
361,0,0,1,1
216,0,0,6,1
283,1,0,0,6
29,0,0,21,5
365,2,0,19,2
107,0,0,11,3
88,1,0,22,1
391,2,0,0,3
154,1,0,14,1
283,1,1,17,6
139,0,0,0,6
283,1,0,9,5
283,2,1,22,1
64,1,0,19,3
45,1,0,22,6
29,1,0,1,3
27,0,0,22,4
342,0,1,11,5
283,1,0,19,1
107,1,0,15,1
111,2,1,9,0
126,1,0,16,3
283,1,0,0,2
107,0,1,10,1
283,1,0,19,2
267,0,1,22,2
148,0,0,1,3
64,2,0,16,5
253,1,1,8,5
356,1,1,22,5
195,2,1,23,0
27,2,0,18,5
26,2,1,16,6
283,1,0,7,3
282,2,0,16,6
88,1,0,15,6
289,1,0,23,6
283,0,0,21,1
267,1,1,0,4
319,1,1,16,2
283,1,0,0,6
397,0,0,15,6
66,0,0,20,6
191,2,0,20,4
216,1,0,14,4
197,2,1,13,1
307,1,0,21,4
283,0,1,1,5
216,0,1,22,3
143,1,0,7,1
107,0,1,18,3
111,2,1,20,6
191,0,0,14,5
283,1,1,23,4
29,2,0,21,6
336,2,1,12,2
88,2,0,1,5
191,0,0,23,1
107,2,0,12,3
27,0,1,22,1
29,1,0,20,1
253,1,0,0,1
397,2,1,14,6
191,1,1,20,0
107,1,0,18,3
61,0,0,15,5
107,1,0,6,0
169,2,1,14,2
98,1,1,12,4
88,1,0,21,2
283,0,1,21,0
29,0,0,21,5
107,2,0,0,3
107,0,0,22,0
126,2,0,3,3
253,1,0,0,0
177,1,0,23,6
45,0,0,14,3
406,1,0,1,6
365,1,0,17,4
276,1,0,23,2
107,0,0,6,1
88,1,0,17,5
267,1,0,9,3
107,2,0,14,5
361,2,0,22,0
107,1,0,1,6
320,2,0,18,6
191,1,0,19,0
305,2,0,6,0
365,0,1,20,0
107,1,0,7,3
191,1,0,15,3
177,1,0,8,3
267,0,0,22,0
283,0,1,14,1
177,1,1,23,3
216,1,1,5,1
276,1,0,0,4
283,1,0,13,2
88,1,1,19,0
111,1,0,20,5
88,1,1,14,6
365,2,0,1,4
45,0,0,21,0
88,0,0,20,3
267,2,0,20,3
191,1,1,20,6
283,1,0,11,3
283,1,0,18,1
107,1,0,19,0
29,0,1,11,6
107,0,0,11,6
283,0,1,11,5
267,0,0,23,3
409,1,0,22,1
88,2,0,0,1
88,1,0,6,1
88,1,1,20,0
267,1,0,11,5
27,0,1,19,2
397,1,0,21,5
143,0,0,20,1
216,1,1,7,3
407,1,0,9,0
88,1,1,10,0
216,1,0,21,0
283,1,1,0,4
397,2,1,2,0
27,0,0,2,1
287,2,0,22,4
398,0,0,6,5
88,1,0,21,1
